continent.country.region,Freq,continent,country,region,iso2c,iso3c,latitude_country,longitude_country,latitude_region,longitude_region,locality_revgeo,administrative_area_level_1_revgeo,administrative_area_level_2_revgeo,country_revgeo,state_revgeo_natearth,country_revgeo_natearth,,
Europe / Belgium / Ardennes,1,Europe,Belgium,Ardennes,BE,BEL,50.63981435,4.64064572,50.2499798,5.6666323,Manhay,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Ardooie,73,Europe,Belgium,Ardooie,BE,BEL,50.63981435,4.64064572,50.9768296,3.1992183,Ardooie,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Arendonk,62,Europe,Belgium,Arendonk,BE,BEL,50.63981435,4.64064572,51.3227802,5.0776492,Arendonk,Flanders,Antwerp,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Argenteuil,2,Europe,Belgium,Argenteuil,BE,BEL,50.63981435,4.64064572,50.73228,4.42259,Waterloo,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / Arlon,2,Europe,Belgium,Arlon,BE,BEL,50.63981435,4.64064572,49.6855173,5.8104435,Arlon,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Arquennes,4,Europe,Belgium,Arquennes,BE,BEL,50.63981435,4.64064572,50.5678375,4.2748602,Seneffe,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Arsimont,2,Europe,Belgium,Arsimont,BE,BEL,50.63981435,4.64064572,50.42853,4.6388,Sambreville,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / As,27,Europe,Belgium,As,BE,BEL,50.63981435,4.64064572,51.0070217,5.5884303,As,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Aspelare,2,Europe,Belgium,Aspelare,BE,BEL,50.63981435,4.64064572,50.8433311,3.957471,Ninove,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Asper,1,Europe,Belgium,Asper,BE,BEL,50.63981435,4.64064572,50.9160245,3.6510321,Gavere,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Asse,78,Europe,Belgium,Asse,BE,BEL,50.63981435,4.64064572,50.9106775,4.2003858,Asse,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Assebroek,22,Europe,Belgium,Assebroek,BE,BEL,50.63981435,4.64064572,51.2020234,3.2550607,Bruges,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Assenbroek,16,Europe,Belgium,Assenbroek,BE,BEL,50.63981435,4.64064572,51.2020234,3.2550607,Bruges,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Assenede,4,Europe,Belgium,Assenede,BE,BEL,50.63981435,4.64064572,51.2269689,3.7511451,Assenede,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Assent,11,Europe,Belgium,Assent,BE,BEL,50.63981435,4.64064572,50.9526086,5.0159442,Bekkevoort,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Assesse,1,Europe,Belgium,Assesse,BE,BEL,50.63981435,4.64064572,50.36869,5.0251013,Assesse,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Astene,1,Europe,Belgium,Astene,BE,BEL,50.63981435,4.64064572,50.9837892,3.5604333,Deinze,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Ath,9,Europe,Belgium,Ath,BE,BEL,50.63981435,4.64064572,50.6340486,3.7727254,Ath,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Attenhoven,29,Europe,Belgium,Attenhoven,BE,BEL,50.63981435,4.64064572,50.76652,5.09308,Landen,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Attenrode,7,Europe,Belgium,Attenrode,BE,BEL,50.63981435,4.64064572,50.8771186,4.9242614,Glabbeek,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Attert,1,Europe,Belgium,Attert,BE,BEL,50.63981435,4.64064572,49.7506902,5.7863495,Attert,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Aubange,1,Europe,Belgium,Aubange,BE,BEL,50.63981435,4.64064572,49.5692827,5.8040352,Aubange,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Aubervilliers,1,Europe,Belgium,Aubervilliers,BE,BEL,50.63981435,4.64064572,50.8167372,4.3196584,Forest,Brussels,Flemish Brabant,Belgium,Brussels Capital,Belgium,TRUE,
Europe / Belgium / Auby-sur-semois,1,Europe,Belgium,Auby-sur-semois,BE,BEL,50.63981435,4.64064572,49.8158343,5.1831373,Bertrix,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Auderghem,17,Europe,Belgium,Auderghem,BE,BEL,50.63981435,4.64064572,50.8165284,4.4263428,Auderghem,Brussels,NA,Belgium,Brussels Capital,Belgium,TRUE,
Europe / Belgium / Autre-eglise,1,Europe,Belgium,Autre-eglise,BE,BEL,50.63981435,4.64064572,50.66926,4.90375,Ramillies,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / AVEKAPELLE,1,Europe,Belgium,AVEKAPELLE,BE,BEL,50.63981435,4.64064572,51.0663475,2.7329511,Veurne,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Avelgem,15,Europe,Belgium,Avelgem,BE,BEL,50.63981435,4.64064572,50.7720156,3.4433947,Avelgem,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Averbode,24,Europe,Belgium,Averbode,BE,BEL,50.63981435,4.64064572,51.0305467,4.977454,Scherpenheuvel-Zichem,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Awans,1,Europe,Belgium,Awans,BE,BEL,50.63981435,4.64064572,50.6833442,5.4621177,Awans,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Aywaille,1,Europe,Belgium,Aywaille,BE,BEL,50.63981435,4.64064572,50.4735308,5.6758188,Aywaille,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Baal,53,Europe,Belgium,Baal,BE,BEL,50.63981435,4.64064572,50.9997177,4.7504751,Tremelo,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Baardegem,1,Europe,Belgium,Baardegem,BE,BEL,50.63981435,4.64064572,50.9549555,4.141577,Aalst,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Baarle-hertog,3,Europe,Belgium,Baarle-hertog,BE,BEL,50.63981435,4.64064572,51.4415736,4.9318189,Baarle-Hertog,Flanders,Antwerp,Belgium,North Brabant,Netherlands,FALSE,
Europe / Belgium / Baarle-Hertog,8,Europe,Belgium,Baarle-Hertog,BE,BEL,50.63981435,4.64064572,51.4415736,4.9318189,Baarle-Hertog,Flanders,Antwerp,Belgium,North Brabant,Netherlands,FALSE,
Europe / Belgium / Bagneux,1,Europe,Belgium,Bagneux,BE,BEL,50.63981435,4.64064572,50.54086,5.73891,Sprimont,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Bailleul,3,Europe,Belgium,Bailleul,BE,BEL,50.63981435,4.64064572,50.6697693,3.3186808,Estaimpuis,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Balen,100,Europe,Belgium,Balen,BE,BEL,50.63981435,4.64064572,51.1704147,5.1676865,Balen,Vlaams Gewest,Antwerpen,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Bangkok,1,Europe,Belgium,Bangkok,BE,BEL,50.63981435,4.64064572,50.63981435,4.64064572,Mont-Saint-Guibert,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / Barbencon,1,Europe,Belgium,Barbencon,BE,BEL,50.63981435,4.64064572,50.2216018,4.2843778,Beaumont,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Barchon,2,Europe,Belgium,Barchon,BE,BEL,50.63981435,4.64064572,50.66866,5.69992,Blegny,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Baronville,1,Europe,Belgium,Baronville,BE,BEL,50.63981435,4.64064572,50.1271366,4.9443786,Beauraing,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Barry,1,Europe,Belgium,Barry,BE,BEL,50.63981435,4.64064572,50.5848568,3.5416068,Tournai,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Basecles,1,Europe,Belgium,Basecles,BE,BEL,50.63981435,4.64064572,50.5259119,3.6488934,Beloeil,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Bassenge,4,Europe,Belgium,Bassenge,BE,BEL,50.63981435,4.64064572,50.7589815,5.6100307,Bassenge,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Bassevelde,3,Europe,Belgium,Bassevelde,BE,BEL,50.63981435,4.64064572,51.2300624,3.6777432,Assenede,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Bassilly,2,Europe,Belgium,Bassilly,BE,BEL,50.63981435,4.64064572,50.6767826,3.9336848,Silly,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Bastogne,3,Europe,Belgium,Bastogne,BE,BEL,50.63981435,4.64064572,50.0006261,5.7153437,Bastogne,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Batsheers,4,Europe,Belgium,Batsheers,BE,BEL,50.63981435,4.64064572,50.73855,5.28134,Heers,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Battignies,4,Europe,Belgium,Battignies,BE,BEL,50.63981435,4.64064572,50.41691,4.16889,Binche,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Baudour,1,Europe,Belgium,Baudour,BE,BEL,50.63981435,4.64064572,50.4832756,3.8377399,Saint-Ghislain,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Bauffe,1,Europe,Belgium,Bauffe,BE,BEL,50.63981435,4.64064572,50.56992,3.8531354,Lens,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Baulers,2,Europe,Belgium,Baulers,BE,BEL,50.63981435,4.64064572,50.61341,4.35387,Nivelles,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / Bavegem,1,Europe,Belgium,Bavegem,BE,BEL,50.63981435,4.64064572,50.9442706,3.8657862,Sint-Lievens-Houtem,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Bavikhove,12,Europe,Belgium,Bavikhove,BE,BEL,50.63981435,4.64064572,50.8753952,3.3113239,Harelbeke,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Bazel,18,Europe,Belgium,Bazel,BE,BEL,50.63981435,4.64064572,51.147512,4.2983585,Kruibeke,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Beaufays,1,Europe,Belgium,Beaufays,BE,BEL,50.63981435,4.64064572,50.5586829,5.6387873,Chaudfontaine,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Beaumont,3,Europe,Belgium,Beaumont,BE,BEL,50.63981435,4.64064572,50.2372392,4.239955,Beaumont,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Beauraing,3,Europe,Belgium,Beauraing,BE,BEL,50.63981435,4.64064572,50.1101777,4.9553711,Beauraing,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Beauvechain,12,Europe,Belgium,Beauvechain,BE,BEL,50.63981435,4.64064572,50.7803349,4.7728065,Beauvechain,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / Beclers,1,Europe,Belgium,Beclers,BE,BEL,50.63981435,4.64064572,50.6209471,3.5046928,Tournai,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Beek,2,Europe,Belgium,Beek,BE,BEL,50.63981435,4.64064572,51.1558,5.60359,Bree,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Beernem,32,Europe,Belgium,Beernem,BE,BEL,50.63981435,4.64064572,51.135044,3.327833,Beernem,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Beerse,79,Europe,Belgium,Beerse,BE,BEL,50.63981435,4.64064572,51.3197704,4.8559425,Beerse,Flanders,Antwerp,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Beersel,48,Europe,Belgium,Beersel,BE,BEL,50.63981435,4.64064572,50.7670513,4.3080603,Beersel,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Beerst,1,Europe,Belgium,Beerst,BE,BEL,50.63981435,4.64064572,51.0589145,2.8868758,Diksmuide,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Beert,7,Europe,Belgium,Beert,BE,BEL,50.63981435,4.64064572,50.74103,4.18184,Pepingen,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Beerts,1,Europe,Belgium,Beerts,BE,BEL,50.63981435,4.64064572,50.74103,4.18184,Pepingen,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Beerzel,17,Europe,Belgium,Beerzel,BE,BEL,50.63981435,4.64064572,51.05786,4.66764,Putte,Flanders,Antwerp,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Beffe,1,Europe,Belgium,Beffe,BE,BEL,50.63981435,4.64064572,50.24502,5.52355,Rendeux,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Begijnendijk,83,Europe,Belgium,Begijnendijk,BE,BEL,50.63981435,4.64064572,51.0187676,4.7827948,Begijnendijk,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Beigem,1,Europe,Belgium,Beigem,BE,BEL,50.63981435,4.64064572,50.9528364,4.3660653,Grimbergen,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Bekegem,1,Europe,Belgium,Bekegem,BE,BEL,50.63981435,4.64064572,51.1597289,3.0453899,Ichtegem,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Bekkevoort,62,Europe,Belgium,Bekkevoort,BE,BEL,50.63981435,4.64064572,50.9447653,4.9751833,Bekkevoort,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Belgrade,1,Europe,Belgium,Belgrade,BE,BEL,50.63981435,4.64064572,50.4707019,4.8256487,Namur,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Bellecourt,2,Europe,Belgium,Bellecourt,BE,BEL,50.63981435,4.64064572,50.48307,4.25438,Fayt-lez-Manage,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Bellegem,1,Europe,Belgium,Bellegem,BE,BEL,50.63981435,4.64064572,50.776603,3.2784441,Kortrijk,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Bellingen,5,Europe,Belgium,Bellingen,BE,BEL,50.63981435,4.64064572,50.7408,4.15399,Pepingen,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Belsele,3,Europe,Belgium,Belsele,BE,BEL,50.63981435,4.64064572,51.1428369,4.0861828,Sint-Niklaas,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Benoni,2,Europe,Belgium,Benoni,BE,BEL,50.63981435,4.64064572,50.8725724,4.1861121,Ternat,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Berbroek,7,Europe,Belgium,Berbroek,BE,BEL,50.63981435,4.64064572,50.9503306,5.2083451,Herk-de-Stad,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Berchem,381,Europe,Belgium,Berchem,BE,BEL,50.63981435,4.64064572,51.1955771,4.4188392,Antwerpen,Vlaams Gewest,Antwerpen,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Berchem-sainte-agathe,2,Europe,Belgium,Berchem-sainte-agathe,BE,BEL,50.63981435,4.64064572,50.8644417,4.2974281,Sint-Agatha-Berchem,Brussels,NA,Belgium,Brussels Capital,Belgium,TRUE,
Europe / Belgium / Berchem-Sainte-Agathe,4,Europe,Belgium,Berchem-Sainte-Agathe,BE,BEL,50.63981435,4.64064572,50.8644417,4.2974281,Sint-Agatha-Berchem,Brussels,NA,Belgium,Brussels Capital,Belgium,TRUE,
Europe / Belgium / Berg,19,Europe,Belgium,Berg,BE,BEL,50.63981435,4.64064572,50.9316005,4.5377032,Kampenhout,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Beringen,59,Europe,Belgium,Beringen,BE,BEL,50.63981435,4.64064572,51.04793,5.21862,Beringen,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Berlaar,84,Europe,Belgium,Berlaar,BE,BEL,50.63981435,4.64064572,51.1180942,4.657414,Berlaar,Vlaams Gewest,Antwerpen,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Berlare,7,Europe,Belgium,Berlare,BE,BEL,50.63981435,4.64064572,51.0252302,4.0037381,Berlare,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Berlingen,5,Europe,Belgium,Berlingen,BE,BEL,50.63981435,4.64064572,50.81971,5.31121,Wellen,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Berloz,3,Europe,Belgium,Berloz,BE,BEL,50.63981435,4.64064572,50.6981192,5.2133376,Berloz,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Bernissart,1,Europe,Belgium,Bernissart,BE,BEL,50.63981435,4.64064572,50.4792014,3.64407,Bernissart,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Bertem,68,Europe,Belgium,Bertem,BE,BEL,50.63981435,4.64064572,50.8658788,4.6308598,Bertem,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Bertogne,1,Europe,Belgium,Bertogne,BE,BEL,50.63981435,4.64064572,50.0848788,5.6682192,Bertogne,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Bertrix,9,Europe,Belgium,Bertrix,BE,BEL,50.63981435,4.64064572,49.8550951,5.2527668,Bertrix,Wallonia,Luxembourg,Belgium,Luxembourg,Belgium,TRUE,
Europe / Belgium / Bervelo,1,Europe,Belgium,Bervelo,BE,BEL,50.63981435,4.64064572,51.0873,5.21898,Beringen,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Berverlo,1,Europe,Belgium,Berverlo,BE,BEL,50.63981435,4.64064572,51.0873,5.21898,Beringen,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Berzee,1,Europe,Belgium,Berzee,BE,BEL,50.63981435,4.64064572,50.28867,4.40151,Walcourt,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Beselare,1,Europe,Belgium,Beselare,BE,BEL,50.63981435,4.64064572,50.84788,3.024675,Zonnebeke,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Betekom,6,Europe,Belgium,Betekom,BE,BEL,50.63981435,4.64064572,50.98566,4.7817,Begijnendijk,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Bettincourt,3,Europe,Belgium,Bettincourt,BE,BEL,50.63981435,4.64064572,50.71251,5.23584,Waremme,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Beuzet,3,Europe,Belgium,Beuzet,BE,BEL,50.63981435,4.64064572,50.53391,4.74584,Gembloux,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Bevel,162,Europe,Belgium,Bevel,BE,BEL,50.63981435,4.64064572,51.13774,4.68038,Nijlen,Vlaams Gewest,Antwerpen,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Bevere,1,Europe,Belgium,Bevere,BE,BEL,50.63981435,4.64064572,50.8523695,3.5875451,Oudenaarde,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Beveren,33,Europe,Belgium,Beveren,BE,BEL,50.63981435,4.64064572,51.2133887,4.2579607,Beveren,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Beveren-Leie,3,Europe,Belgium,Beveren-Leie,BE,BEL,50.63981435,4.64064572,50.873981,3.3465118,Waregem,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Beveren-waas,12,Europe,Belgium,Beveren-waas,BE,BEL,50.63981435,4.64064572,51.2133887,4.2579607,Beveren,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Beveren-Waas,19,Europe,Belgium,Beveren-Waas,BE,BEL,50.63981435,4.64064572,51.2133887,4.2579607,Beveren,Flanders,East Flanders,Belgium,East Flanders,Belgium,TRUE,
Europe / Belgium / Beveren (leie),1,Europe,Belgium,Beveren (leie),BE,BEL,50.63981435,4.64064572,50.873981,3.3465118,Waregem,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Beveren (Leie),1,Europe,Belgium,Beveren (Leie),BE,BEL,50.63981435,4.64064572,50.873981,3.3465118,Waregem,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Beverlo,39,Europe,Belgium,Beverlo,BE,BEL,50.63981435,4.64064572,51.0873,5.21898,Beringen,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Beverst,13,Europe,Belgium,Beverst,BE,BEL,50.63981435,4.64064572,50.8902246,5.475171,Bilzen,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Beyne-heusay,1,Europe,Belgium,Beyne-heusay,BE,BEL,50.63981435,4.64064572,50.6231947,5.6516791,Beyne-Heusay,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / bierbeek,1,Europe,Belgium,bierbeek,BE,BEL,50.63981435,4.64064572,50.8276692,4.7561577,Bierbeek,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Bierbeek,126,Europe,Belgium,Bierbeek,BE,BEL,50.63981435,4.64064572,50.8276692,4.7561577,Bierbeek,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Bierges,2,Europe,Belgium,Bierges,BE,BEL,50.63981435,4.64064572,50.7113795,4.5871684,Wavre,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / Bierghes,1,Europe,Belgium,Bierghes,BE,BEL,50.63981435,4.64064572,50.6956998,4.1195104,Rebecq,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / Bierset,2,Europe,Belgium,Bierset,BE,BEL,50.63981435,4.64064572,50.655,5.4509201,Grâce-Hollogne,Wallonia,Liege,Belgium,Liège,Belgium,TRUE,
Europe / Belgium / Bievre,1,Europe,Belgium,Bievre,BE,BEL,50.63981435,4.64064572,49.9414232,5.016532,Bièvre,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Bièvre,2,Europe,Belgium,Bièvre,BE,BEL,50.63981435,4.64064572,49.9414232,5.016532,Bièvre,Wallonia,Province of Namur,Belgium,Namur,Belgium,TRUE,
Europe / Belgium / Biez,1,Europe,Belgium,Biez,BE,BEL,50.63981435,4.64064572,50.7267436,4.7019841,Grez-Doiceau,Wallonia,Walloon Brabant,Belgium,Walloon Brabant,Belgium,TRUE,
Europe / Belgium / Bilzen,53,Europe,Belgium,Bilzen,BE,BEL,50.63981435,4.64064572,50.8700703,5.5173432,Bilzen,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Binche,1,Europe,Belgium,Binche,BE,BEL,50.63981435,4.64064572,50.4124176,4.1661503,Binche,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Binderveld,5,Europe,Belgium,Binderveld,BE,BEL,50.63981435,4.64064572,50.8608,5.16481,Nieuwerkerken,Flanders,Limburg,Belgium,Limburg,Belgium,TRUE,
Europe / Belgium / Binkom,4,Europe,Belgium,Binkom,BE,BEL,50.63981435,4.64064572,50.87119,4.88439,Lubbeek,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Bissegem,17,Europe,Belgium,Bissegem,BE,BEL,50.63981435,4.64064572,50.8241103,3.2280954,Kortrijk,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Blaasveld,61,Europe,Belgium,Blaasveld,BE,BEL,50.63981435,4.64064572,51.05583,4.37719,Willebroek,Vlaams Gewest,Antwerpen,Belgium,Antwerp,Belgium,TRUE,
Europe / Belgium / Blandain,3,Europe,Belgium,Blandain,BE,BEL,50.63981435,4.64064572,50.6250532,3.3037827,Tournai,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
Europe / Belgium / Blanden,53,Europe,Belgium,Blanden,BE,BEL,50.63981435,4.64064572,50.82558,4.70916,Oud-Heverlee,Flanders,Flemish Brabant,Belgium,Flemish Brabant,Belgium,TRUE,
Europe / Belgium / Blankenberge,38,Europe,Belgium,Blankenberge,BE,BEL,50.63981435,4.64064572,51.3124017,3.1326709,Blankenberge,Flanders,West Flanders,Belgium,West Flanders,Belgium,TRUE,
Europe / Belgium / Blaton,4,Europe,Belgium,Blaton,BE,BEL,50.63981435,4.64064572,50.4992803,3.6598433,Bernissart,Wallonia,Hainaut,Belgium,Hainaut,Belgium,TRUE,
